0,0
1,0.446063853924377
2,0.806221036649489
3,1.13978486644745
4,1.45717334910166
5,1.76305199339447
6,2.060060523847
7,2.34988998018707
8,2.63371218661872
9,2.91238469639121
10,3.18656083266144
11,3.45675396707742
12,3.72337753100746
13,3.98677119293405
14,4.24721868667676
15,4.50496036195685
16,4.76020226846741
17,5.0131228882776
18,5.26387822817112
19,5.51260574051763
20,5.75942738971741
21,6.00445208386647
22,6.24777762703872
23,6.48949230419692
24,6.72967618083479
25,6.96840217844499
26,7.20573697190117
27,7.4417417439581
28,7.67647282406822
29,7.9099822327488
30,8.14231814823859
31,8.37352530875697
32,8.60364536104213
33,8.83271716379647
34,9.06077705306211
35,9.28785907528134
36,9.5139951927875
37,9.73921546566218
38,9.96354821324195
39,10.1870201580271
40,10.4096565543117
41,10.6314813034981
42,10.8525170577657
43,11.0727853135183
44,11.2923064958332
45,11.5111000349617
46,11.7291844357905
47,11.9465773410491
48,12.1632955889491
49,12.3793552658489
50,12.5947717544693
51,12.8095597781139
52,13.0237334412992
53,13.2373062671491
54,13.4502912318666
55,13.6627007965619
56,13.874546936684
57,14.0858411692748
58,14.2965945782438
59,14.5068178378371
60,14.7165212344593
61,14.9257146869886
62,15.1344077657126
63,15.3426097099993
64,15.5503294448061
65,15.75757559612
66,15.9643565054141
67,16.1706802431972
68,16.3765546217248
69,16.5819872069366
70,16.786985329677
71,16.9915560962512
